userId,zonePincode,zoneLat,zoneLng,cityCluster,platform,avgWeeklyHours,claimHistoryCount,currentMonth,zoneRiskScore,truePremiumMultiplier
8b0b17a1-0e26-4a17-bcda-f62d563cfdc4,380015,23.029817566196336,72.58069680988754,ahmedabad,zomato,54.8,2,9,0.8163,1.129
db4f97e3-eed7-4dbd-96fe-942d345bab5c,110085,28.699672929284734,77.11066531771934,delhi,amazon,51.2,1,6,1.0613,1.1154
9d67eb11-ed68-45b2-a01a-d34a4c58b34b,600017,13.038252750879847,80.25076432697225,chennai,swiggy,44.9,2,12,1.1176,1.0861
ff15ef48-7e7d-4914-b175-98a818c7d7a0,400070,19.143106049911783,72.82301560129943,mumbai,zomato,66.8,2,11,1.3053,1.1315
edaf0e8c-2184-41fd-b724-cf655bb371e1,110044,28.511003455808186,77.3023873285801,delhi,zepto,60.5,0,2,1.0534,0.9345
756e45db-d781-4264-be92-14c706768fe3,110044,28.504921327021005,77.30116947042481,delhi,zomato,39.0,1,7,1.0907,1.2225
3518ac13-1db1-4783-994a-57d84d7732f7,110092,28.669744315159065,77.31440836114326,delhi,blinkit,35.2,2,11,1.0597,0.9907
279557f2-8ae3-4c92-8f53-90a77ded9f47,380005,23.04314220519905,72.5699417284853,ahmedabad,swiggy,32.7,1,6,0.8809,1.0911
b0373550-e087-4ade-9c37-dd3cc4a901d7,380005,23.025301231676924,72.55541616102835,ahmedabad,swiggy,64.6,0,11,0.8143,0.96
9923ed2b-0575-4eb4-b288-1364c3ac9be0,110092,28.66604358442695,77.30114498174993,delhi,zomato,72.4,1,10,1.1279,1.145
b9e8cf5d-edf6-4e61-816d-9c50db67dbfc,110001,28.628204047353634,77.21457979286758,delhi,amazon,40.2,3,12,1.0623,1.013
3ee4889d-a21d-411a-ae71-aac249a1c78a,110044,28.509638077692525,77.30875035387638,delhi,swiggy,49.1,3,8,1.0813,1.2384
1186e924-d7e4-4194-88c3-0f8e52d8b067,380015,23.027342213588142,72.59380917168706,ahmedabad,zepto,39.7,0,11,0.8931,0.8927
250527bc-2f38-4059-a6c9-180dc5dfcc3a,600001,13.08040195457204,80.27772273343034,chennai,swiggy,48.5,3,11,1.0037,1.1112
2f8faa78-71bc-476d-ae4c-80c2545461ea,380001,23.032301077002085,72.56420168030473,ahmedabad,zomato,43.8,3,4,0.8396,1.0765
fe073eb6-1858-453f-84ba-f7d2f871e710,400050,19.05547183688529,72.83568722310956,mumbai,zepto,62.7,3,7,1.1952,1.2969
cf9fcb7f-a050-49da-b182-dc5e9ee4568c,110092,28.665839337545155,77.31231585338872,delhi,zomato,53.1,2,4,1.1268,1.1513
ae279b53-e292-4c01-9a03-82d6511df95d,600017,13.045065602819923,80.23691884547594,chennai,zepto,46.2,1,4,1.1957,1.0772
ef538b94-23fc-46e0-8094-e96357cae281,560034,12.925346963774984,77.6331520112132,bangalore,blinkit,27.6,0,11,0.924,0.8528
6ecf3eb5-9d19-49e3-ac12-068c7f784fbd,560001,12.974057809516381,77.58630694929988,bangalore,swiggy,39.3,2,5,0.9523,1.0686
37b7897b-d98f-4699-8c36-06a25e2db60d,400601,19.214759129458823,72.98390372389537,mumbai,swiggy,42.2,2,12,1.1221,1.0549
ec08656d-aee7-4fde-9039-dddf24725370,600001,13.07320701486831,80.27995296829356,chennai,amazon,44.7,0,5,1.0752,0.9593
f39d7d7a-a250-4d24-984b-0be729f17c80,600017,13.044484533294122,80.250491918454,chennai,blinkit,60.4,1,10,1.0473,1.0466
1fef901f-96bb-49b4-a857-70c545e25fb2,380015,23.032192001248553,72.57995461979002,ahmedabad,zepto,34.9,3,4,0.9633,1.0473
52a8c54b-46fc-4c85-b15f-b582e880e773,400601,19.210256683213018,72.97783231750233,mumbai,amazon,41.5,0,8,1.1936,1.0759
3107f0c9-115b-4929-8c8e-ab98cd634882,400070,19.13871700196104,72.82930187301736,mumbai,zomato,34.5,1,2,1.2136,1.0638
a4e188e3-d498-4e72-9f13-4191d0bd2a27,400601,19.209711374948007,72.98084838556412,mumbai,swiggy,44.4,2,11,1.1231,1.0414
ec7ba219-2a8a-42c9-89a8-f2febe43f2fa,380052,23.076265764368845,72.51596505780984,ahmedabad,amazon,50.8,2,2,0.9043,0.908
a8be5760-e713-4eac-b56e-b55df937abf7,380015,23.030179512605876,72.59189750621938,ahmedabad,blinkit,50.9,3,10,0.9104,1.0152
0094d488-e3dd-4fd6-9926-114a141fc3ac,560001,12.977669618607697,77.59024069145143,bangalore,amazon,42.5,3,5,0.9776,1.0443
8289cea6-df2c-4fd6-9910-14a6f43ec403,600001,13.091315146512072,80.27786825503686,chennai,zomato,41.5,3,11,1.1081,1.0649
d3708598-e57b-47b3-b62c-c6ff0f8ad0ec,400072,19.180351058133592,72.84750504744895,mumbai,amazon,68.6,1,5,1.1238,1.114
fff17afe-a351-412b-90aa-f2bead054d65,380001,23.03151214293875,72.57286875776246,ahmedabad,zomato,61.4,2,5,0.8735,1.1145
5bf1a9fb-a490-4994-a242-0d96fa12f563,380052,23.0699732909074,72.52025036912154,ahmedabad,swiggy,40.2,0,8,0.9085,1.1112
787fbabd-209c-483f-97ee-463bfbf55845,400001,18.939790577646477,72.83423061002748,mumbai,zepto,58.0,1,9,1.1996,1.165
9fc36b18-5f80-4940-aa5b-a58777568776,110001,28.625759833641055,77.22493021263435,delhi,amazon,46.3,0,2,1.0589,0.9667
1680ced9-1c2b-4cdb-aa0c-4167cae88c79,110085,28.710537201185808,77.10662484454313,delhi,amazon,52.9,0,10,1.1002,0.9868
91c331b6-2ff4-4443-ab1f-446c1698f0df,110020,28.519070014333973,77.19694293831856,delhi,swiggy,63.9,3,6,0.9781,1.2555
d579dfa7-68af-4ced-981e-9bedbe40a23a,110001,28.63227321283988,77.21082606551364,delhi,amazon,68.8,1,9,1.0998,1.1285
7ce5236e-acd4-4b48-bf2c-2470b2300cd7,400001,18.934514241725637,72.84277198256379,mumbai,amazon,65.3,2,6,1.2112,1.2537
91df56d4-d4d3-420a-bd2d-0d0de4245de1,560034,12.935061956883402,77.62928797276271,bangalore,zomato,50.2,0,2,0.9227,0.9626
b9a3f5c4-ff67-4ffe-ac8e-495fe487f7db,380005,23.030819263791845,72.57120822968153,ahmedabad,zepto,44.8,3,4,0.8445,1.0754
8abe0f36-2944-43aa-979e-8d2c1e3bea43,400050,19.05666704456052,72.83117312223702,mumbai,swiggy,61.7,1,10,1.1122,1.1387
1c6e00a8-5484-44d9-a065-91bd6a133eb3,400070,19.144618543689877,72.83305074485847,mumbai,zomato,27.0,2,12,1.154,1.0929
25ec240c-7a33-4f0a-9744-9b79e44ad128,560034,12.940811066615636,77.6364455225863,bangalore,zomato,72.0,2,9,0.9059,1.1698
4dd7a174-6c0a-47d4-b4f4-83c012bab477,400601,19.2176738631959,72.97629639004674,mumbai,swiggy,53.5,3,11,1.0946,1.0861
0df3593e-3278-47f0-a07a-6c45c2c74632,560034,12.92718318830303,77.63578102054517,bangalore,amazon,49.3,5,3,0.84,1.0472
d213929e-269a-4454-94ec-cdafcb90a803,110092,28.654071151843993,77.30983146391185,delhi,amazon,33.6,2,10,1.1476,1.0293
a246bfad-4e67-4750-a397-832868419306,380052,23.071469657324247,72.50948030456901,ahmedabad,swiggy,51.4,2,9,0.8783,1.1316
92e67c19-48c0-440e-ab97-4bed96e6081f,110020,28.520127429511735,77.18169089331336,delhi,zepto,67.9,0,7,1.1329,1.2021
a8255077-74ee-4f4e-9468-9d24d6c4572c,380005,23.035479789783196,72.56787306025483,ahmedabad,blinkit,28.9,1,9,0.8859,0.9697
1bcff7c6-c6ad-4464-afbc-f4a88a963956,560001,12.98013175250323,77.59444232586159,bangalore,zomato,69.5,2,4,0.9359,1.0776
bf260a58-9406-4cbd-8ed5-eec276462990,110044,28.499617266562172,77.30147759443821,delhi,zomato,30.0,2,6,1.0835,1.1309
5f6c0dca-b9b8-486a-9237-07e56319955e,400001,18.93571334566648,72.84333576819813,mumbai,amazon,54.4,0,9,1.3028,1.0906
8fb6753b-d459-476d-859c-5cfcb5486342,110044,28.501640209685533,77.30067405067514,delhi,amazon,46.2,0,4,1.0104,0.9665
969c5283-0f90-47cc-9af3-f2eebae2c14d,400001,18.93608539722096,72.8354683454171,mumbai,zomato,48.7,0,12,1.1949,1.0263
5fc14aa9-8ef0-400d-8511-446a4e9bcaef,400050,19.065724025595863,72.83446519380767,mumbai,swiggy,50.5,2,2,1.169,1.0996
29b14da3-3203-4f31-8e96-5c5822f10510,400050,19.061965095430605,72.82687827279139,mumbai,zepto,43.6,1,2,1.2622,1.0119
43c39f2d-72ef-4650-82fa-2200b9d4aeb1,560100,13.043704136753744,77.59723354884231,bangalore,swiggy,47.0,0,5,0.8506,1.0395
6491b8a5-4e9e-4d6a-882c-fcd98b6e9509,560034,12.929449410072694,77.62208486461898,bangalore,swiggy,38.3,1,9,0.9107,1.067
92531e44-25e2-4a76-b322-976aa4fd1731,400601,19.226110545614798,72.97987184907107,mumbai,amazon,49.4,1,10,1.0825,1.0036
22211e77-628b-41f9-b9e3-eecebb5e4ba2,560034,12.935342130836371,77.62843682236041,bangalore,swiggy,62.7,1,8,0.898,1.163
0be6e101-2f4d-4dbc-b325-161192e6884b,380052,23.076318344826632,72.51821556609339,ahmedabad,swiggy,69.0,0,2,0.8009,0.9297
06561826-b52d-4e87-8463-c51dca2d14b7,400072,19.165357182783687,72.84231915456769,mumbai,blinkit,33.2,0,6,1.1309,1.1233
8940cf06-c2a4-4178-8115-f43196d1475f,380052,23.07160793653979,72.52644757233817,ahmedabad,blinkit,45.0,0,8,0.8285,1.0195
4bb4e2a0-35ee-43ff-91dd-10213f07aabd,400050,19.053017751747802,72.83287286439848,mumbai,zomato,47.1,3,1,1.185,1.109
6c4842f3-2d49-453c-a8ca-467b3e589151,380015,23.030273584728086,72.58350872877232,ahmedabad,zepto,59.0,1,2,0.9285,0.9281
d3e4545b-1c34-47ee-be44-282485190563,110044,28.510312400848832,77.3046726110648,delhi,swiggy,30.5,0,4,0.993,1.0124
4117f332-219e-4b2e-8c6b-6597ed53b8b2,600001,13.075388293538781,80.26196749940947,chennai,blinkit,53.2,1,3,1.0296,1.0119
7eef2506-c02f-42ce-82dc-e79cc6aa3beb,380052,23.071636818282943,72.51377736533087,ahmedabad,swiggy,42.8,3,5,0.8785,1.1064
46c2f7d2-5554-41cd-bb96-0984b13099e9,560001,12.973089462263598,77.60143657553516,bangalore,swiggy,51.1,0,2,0.9422,0.9548
3a498634-1b50-46de-b246-14f61de2e47f,560001,12.964873118857314,77.58788531595862,bangalore,amazon,54.1,0,2,0.9772,0.8858
ab656729-b680-4e1e-ae1f-438a38233f0b,400050,19.06593198878943,72.8282826981714,mumbai,amazon,62.4,1,1,1.2274,1.0287
509d2a8a-c8b4-4b52-96c9-01ecbf3c4a44,400070,19.136454407801846,72.82124425390293,mumbai,swiggy,41.9,1,3,1.208,1.0349
9416f427-1ce0-4a7d-aa0b-44094d116314,380052,23.07009811229314,72.50958544145327,ahmedabad,blinkit,59.9,3,8,0.8984,1.1428
4a9825d2-588e-42fe-80f2-7abd12add1c1,110020,28.52363444135591,77.18636978279629,delhi,blinkit,56.1,3,1,1.1555,1.1016
ea9df863-bcd8-457d-8e60-0750e4b67c69,110001,28.625898348546976,77.21428502790465,delhi,blinkit,54.8,1,1,1.0778,1.0482
7f2ace36-7981-4846-b7c1-ed51a5c9928e,380015,23.028835981178137,72.58191391987008,ahmedabad,zepto,61.6,2,8,0.8111,1.1624
eb4b2987-93cc-47bb-b9e9-a5c5059af298,110085,28.706329084708692,77.09286220367642,delhi,blinkit,68.0,2,12,1.2222,1.0674
ef607dc6-86ad-447e-9e7c-f057e89222f0,600001,13.084225767203337,80.27283430092766,chennai,blinkit,71.4,2,3,1.1297,1.1005
5a06f78d-bd74-4569-8e55-f9b935e605d0,110020,28.529225508714898,77.1893800540774,delhi,zepto,43.9,3,4,1.1347,1.1115
6d10af0b-1c78-453d-a423-acdeab703ea0,400050,19.056269983433822,72.82746337387181,mumbai,amazon,48.1,1,12,1.2212,0.9954
88c077aa-7f09-4156-b3ec-f0ddeb219f68,600001,13.0771920964588,80.26974879032267,chennai,zomato,50.9,1,12,1.1335,1.0217
32755340-3e36-48d4-91c9-abf1aded27c7,380001,23.030796918021363,72.56864787798233,ahmedabad,zomato,47.1,1,1,0.9724,0.948
9619b31b-3eeb-44d8-ac63-7ee9fedc96a8,600017,13.05272140634939,80.23917325455507,chennai,blinkit,63.5,0,9,1.1058,1.0785
438a592e-3bee-48b9-95cb-1fa23d924081,560100,13.027141529547768,77.60199920940798,bangalore,swiggy,40.4,2,1,0.9099,0.9659
6cf3cf3e-c102-40ba-ac2e-ffe33f052609,560100,13.027114172788567,77.6025105523339,bangalore,zomato,48.3,0,3,0.8446,1.0437
283ff8f9-4265-46dd-a09f-88493ded0d2f,400070,19.137592806626163,72.81970480491862,mumbai,amazon,66.7,1,2,1.2345,0.9816
dec879e2-ad81-46ac-876c-f8a77fdb66d5,110044,28.498607727113207,77.30202305194732,delhi,blinkit,46.9,2,2,1.1376,0.9705
9155e5a2-5655-4792-919c-6ed89a18ea58,600017,13.03793944323866,80.24082149593177,chennai,swiggy,61.2,0,10,1.0849,1.1105
44c9ab3e-b577-4c81-b89c-69936c09bbfe,600040,12.993188827855187,80.25136344382,chennai,zomato,48.4,0,10,1.0656,1.0001
8b6a3200-ec09-4a0b-9180-9a815a07881e,400070,19.130499685908315,72.82246295460521,mumbai,blinkit,58.5,2,11,1.1365,1.1203
47922a0a-0059-44e9-8131-81afbc1d62a3,600017,13.045305898850296,80.24156127281645,chennai,amazon,71.2,2,9,1.0096,1.1433
5323a162-9d98-459e-a0e0-01c17f4ec019,380001,23.018389315190838,72.58036906613924,ahmedabad,zepto,34.6,1,4,0.8528,1.0038
dea89dcd-a5d3-4ff9-abec-5f55777149e9,380001,23.017657753708665,72.56418712148145,ahmedabad,swiggy,54.8,4,5,0.9136,1.2063
ed327e2c-666b-4503-b0cf-59134874ad68,380015,23.024167813530948,72.5932859761312,ahmedabad,swiggy,34.5,0,11,0.9098,0.914
a63d90b1-4048-4eee-ab3e-90abda3ad466,110085,28.710694836074143,77.09662842543521,delhi,blinkit,38.3,0,6,1.1259,1.1528
d1b38f6e-525f-439e-9d4e-9b6e039f6331,400070,19.144688238918498,72.82497541049784,mumbai,zomato,69.4,1,8,1.2392,1.3
a05f7fac-45c4-4416-ba86-566c0247c8ee,600040,12.992855973358504,80.25856304218934,chennai,amazon,21.6,0,2,0.9937,0.8807
5dba0242-f3e4-4ebf-b7c9-d7bb56d4e908,400070,19.133513454329297,72.83098091810369,mumbai,amazon,42.7,0,4,1.2487,1.0012
53aa0fa9-9ad2-4d3c-aa4c-e5bef5be8ef7,560100,13.026423662701225,77.59224528088599,bangalore,zepto,29.0,2,3,0.935,0.9222
c8ec9e71-0b25-4fd7-b401-13c56e0c6f31,380005,23.03188487781634,72.56761824407492,ahmedabad,zomato,43.1,1,4,0.8483,0.9999
1a17063f-3c44-4465-a75c-71d89b1f8663,380005,23.04118831757938,72.5660939294171,ahmedabad,zepto,71.2,1,3,0.8219,1.0036
91cec330-bcf8-4d70-ad33-1aaa1778cce7,560001,12.979946271509245,77.58733637261838,bangalore,amazon,57.5,1,12,0.9463,0.8879
ad6378b5-40ea-4459-9c08-2bfff07253e0,110085,28.70874449772819,77.10863122295723,delhi,amazon,57.4,0,11,1.096,1.0047
791015ee-6450-4eb5-886c-5607fb0c9e83,560100,13.035588499272864,77.59142418883638,bangalore,zomato,65.4,1,11,0.9409,1.0447
891c6784-11ef-404f-a4be-ea2f71d9f0a8,600001,13.091187923907531,80.2801211649033,chennai,zepto,51.6,0,11,1.1027,0.9428
6bfc49b5-a0d1-4c45-9d1f-323d3b5e4a98,400072,19.178878309483014,72.83814015269431,mumbai,swiggy,49.5,2,5,1.0797,1.1994
852a6e5d-a6fe-4148-9e17-8fecb1355598,400072,19.16909749927536,72.85189533543057,mumbai,zomato,56.0,0,12,1.1261,1.0587
0983e7fb-fb8c-405c-9e6e-062614457e19,600001,13.08521782752874,80.27841955496473,chennai,swiggy,47.8,2,5,0.9825,1.1224
0db39761-a18f-4e41-9b77-5d8f7f727112,110085,28.712881353970257,77.10847566471548,delhi,amazon,57.0,0,4,1.1433,1.0225
787f77b7-2de5-4e8d-b7e5-1ebe8ae294ab,380001,23.029973542283727,72.58108166938398,ahmedabad,swiggy,43.8,1,11,0.8577,0.9939
501d3e8c-cfca-44af-93f9-149254f14654,110092,28.65754477983308,77.30232616240912,delhi,amazon,67.4,2,8,1.0298,1.1738
df76a98e-24a5-47dc-a92b-c07543ebfba6,110092,28.670799223679005,77.3121269002883,delhi,zomato,26.8,1,2,1.0617,0.9554
4866c68a-7d64-4baf-aa85-6eb70b255a3d,380052,23.07365377022033,72.51141339623436,ahmedabad,zepto,40.1,3,1,0.9511,0.9932
5664b80a-8d80-434c-869d-151269f0144c,400001,18.944391689471335,72.83240250518334,mumbai,zepto,43.8,0,3,1.271,1.0196
c678abf5-7da4-4634-bf60-3658a8a04288,110092,28.65627635229645,77.30713948845786,delhi,swiggy,43.2,1,12,1.1016,0.9978
4a649472-bd11-4b47-a311-74add4302ade,560001,12.979149217252608,77.58991200085177,bangalore,amazon,68.6,0,12,0.9772,0.9811
6c256daa-8a26-4f8e-82ac-80ec14488155,380052,23.068595075675205,72.52126840227378,ahmedabad,amazon,63.0,1,1,0.8071,0.8615
8dbb5c2b-95de-464c-948b-a388856c53ec,400072,19.17596517527319,72.8389226171898,mumbai,zomato,39.9,0,12,1.1492,1.0196
e8947fd1-5818-4b33-b7f7-6a2e959444ad,400601,19.22186032305118,72.9793146392799,mumbai,amazon,64.3,1,1,1.1522,0.9939
ea803a65-2783-4b05-a561-fd5af7c855f9,380005,23.041940266567273,72.56614942923339,ahmedabad,amazon,57.0,4,9,0.9004,1.0932
764391c4-5dbf-4ec8-ab9b-85d1ccaa12a9,400601,19.223170165125833,72.97121519792096,mumbai,blinkit,68.4,1,3,1.0583,1.0557
3f619fb5-e743-460c-b1d2-f87cc6c16a72,400050,19.055340762663498,72.8318385383675,mumbai,zepto,55.0,1,6,1.1812,1.214
7698b0b7-4014-4892-b176-a0e4b0664db4,400050,19.065196907903022,72.82163961277654,mumbai,zepto,51.1,0,4,1.2882,1.0936
39ace602-65eb-4dbb-b5c8-ca88da4d5f64,110044,28.5167405621102,77.3009501945598,delhi,zomato,53.0,2,6,1.0588,1.2633
c07b69e4-5951-4704-996c-d0c14dd07021,600001,13.074047012029377,80.27234340920353,chennai,blinkit,54.9,0,10,0.9987,1.04
8c6fc13b-ad36-4810-ba73-69f4e3149b69,400601,19.225730736123047,72.98746977938355,mumbai,swiggy,64.3,0,3,1.1184,1.0229
12969755-21eb-43cd-98cb-96c5e230b87b,110001,28.63656590753213,77.21861805412753,delhi,blinkit,43.7,0,1,1.0967,1.0044
e5bf8e70-fd12-45ac-9f64-4c0cb7d32444,110001,28.638796190974997,77.22357364451564,delhi,zepto,32.6,0,7,1.1561,1.0472
722160f6-0de6-4e7b-8db2-10a049d2bb0e,110044,28.506494546338523,77.31167051895328,delhi,zepto,65.7,0,3,1.045,1.0409
9812d0df-6be8-4bf3-b8a7-fff7cdb80f81,400072,19.1665620940805,72.83802268165768,mumbai,blinkit,31.7,3,1,1.0874,1.0226
52f696e3-e2bf-46dd-aec5-f4aad79b7d9f,560034,12.940018436892881,77.63359566456234,bangalore,swiggy,67.3,3,4,0.9428,1.1329
17bb3a93-c011-4300-8a86-a6882cf416f3,560001,12.962250523589825,77.60301695695631,bangalore,zepto,57.7,0,5,1.0125,1.0653
1994d53f-36c2-4201-8b8d-c0391c38c53b,110044,28.506706117897988,77.302910494534,delhi,swiggy,55.9,1,1,1.0121,1.043
8eb42b3f-f551-48ef-b8f8-698de45b822f,110020,28.533351182012744,77.18760723917848,delhi,blinkit,41.1,1,6,1.0662,1.1238
6a3834e9-437f-472e-ac41-3c4a874a85c7,110092,28.663800410962384,77.30223325157418,delhi,zomato,49.7,0,5,0.9488,1.0838
dae484ac-9f03-4cc4-bbdf-79c7a45ef7ea,380005,23.034810138945158,72.55429860356837,ahmedabad,amazon,59.4,1,7,0.8498,1.0796
53b3d1ab-5c88-493d-9a20-398ff95842bf,600001,13.079712538624184,80.26136406217583,chennai,zepto,36.1,2,1,1.0519,0.9659
e84f8fec-a546-489f-bff4-5366027a5674,400072,19.17365081696523,72.85118929938274,mumbai,zepto,47.9,0,3,1.1214,1.0038
40284b9a-f2f4-438c-92ab-d78d6802d8a1,600017,13.047629514529739,80.23683172289651,chennai,zepto,56.9,0,1,1.0401,0.9941
f06887ab-f215-432a-8c51-cf67b0afd3f1,400072,19.17859650227493,72.83900229692769,mumbai,amazon,71.7,3,7,1.1557,1.2821
a47c7f8e-dda9-4c5b-85db-d76253ea3462,380005,23.02683259964061,72.55340704167982,ahmedabad,zepto,61.4,2,7,0.8599,1.1829
5c6c17ea-6e1e-4468-8b3b-ae00d0bbce9a,600040,13.010717305116383,80.25323791583543,chennai,amazon,42.2,1,2,1.0561,0.9219
853adb8f-f7df-4923-9db1-b04f3d0d28fb,380015,23.043726678321136,72.59449586324293,ahmedabad,amazon,43.1,2,4,0.9377,0.9482
4bc3fc92-d98e-4804-8b2d-249d58c25c52,110092,28.652413050044114,77.30155365777023,delhi,zomato,36.5,1,12,1.1246,1.0279
d3d156dc-ae8e-47b9-9a48-235ca47d0b5a,380052,23.08315299127472,72.50760218382825,ahmedabad,zomato,48.7,2,9,0.7968,1.0686
1e34e4f3-7fc8-4dcf-a9a3-ef90aed0d87c,600001,13.090168464761634,80.27871403728022,chennai,swiggy,52.7,2,6,0.9684,1.2368
d87eac78-f79c-473e-ae06-e3a72bc50e22,380052,23.078062260448306,72.50943135370255,ahmedabad,zomato,43.1,2,11,0.939,1.0305
09e3bca0-b5a6-4758-8f89-8728570451ac,380001,23.01725086649848,72.58082790188082,ahmedabad,amazon,55.9,0,6,0.8962,1.0316
cb37f9bf-ab0d-4eae-b854-a5f2921db38c,400072,19.172596347078592,72.84458466738799,mumbai,zepto,46.5,1,9,1.2031,1.1383
f598d2f4-c5e6-4fe8-b34b-9d83b27b037e,110085,28.707234733290825,77.0990038012845,delhi,blinkit,36.1,2,6,1.0666,1.1578
36584662-f6e7-41e1-8854-d409ae9869e6,380015,23.040377667317653,72.58361775047322,ahmedabad,zepto,54.2,2,9,0.9127,1.0255
f924d3bd-778d-4381-a825-bb5487fd9059,400601,19.211652384325767,72.96873342853867,mumbai,swiggy,57.8,1,7,1.1424,1.1818
4d0f3f99-a6cc-47a7-9251-ce5127c54852,380015,23.026038392387953,72.58039499223034,ahmedabad,swiggy,64.7,3,10,0.919,1.0883
cf6699fa-603f-4105-adcf-069bde5afe65,600017,13.0359421982802,80.24524398056568,chennai,zepto,50.6,1,7,1.0705,1.1506
dbbda849-1e42-4b9b-a96d-c90fa53bb0cf,600001,13.090058365890402,80.26979479711268,chennai,zomato,55.4,1,5,1.0726,1.135
e30ba37d-f84a-4025-87b5-7e0015653d6b,110085,28.694699471797453,77.09865859883183,delhi,swiggy,24.8,1,7,1.0431,1.2417
8180f665-9746-4ff5-b098-c5f584a6ce87,600017,13.05086284508755,80.23974299578894,chennai,amazon,57.7,2,11,1.1757,1.0107
97b87b68-282d-4eb7-b8e9-86be67f93117,380001,23.029878099689576,72.57281219493278,ahmedabad,blinkit,60.4,3,8,0.9353,1.1577
0300ef5d-3de8-4776-b97d-ea0e58631724,560001,12.97462465954083,77.58673186060616,bangalore,swiggy,64.2,0,9,1.0316,1.0657
b9d15532-bd4b-431f-83cc-e28208b474b6,560034,12.93268280643302,77.62324066323126,bangalore,swiggy,62.1,3,11,0.9723,1.0566
80572530-2321-4de1-b18c-e9071ba0c653,400070,19.137289781959215,72.81671517320996,mumbai,zepto,56.8,2,9,1.2263,1.2171
66a9b117-50f1-4f7a-9703-3ce043ee2cb0,600040,12.998971162025407,80.25547387245246,chennai,zepto,36.8,1,2,0.9981,0.9124
b8ca897e-9992-432b-889c-629c7783627e,110044,28.5114642559711,77.31128980692019,delhi,zepto,34.1,0,4,1.015,0.9933
879fde3e-1ede-4038-960b-c6fbdf182464,110020,28.51791284131613,77.18822495655253,delhi,swiggy,23.0,2,1,1.0105,0.9875
24532950-3da8-449a-9a33-34bbdc9aeaf6,400050,19.06396246152453,72.83861047391909,mumbai,swiggy,30.3,2,8,1.2088,1.233
ce6193ff-68e7-4623-8fce-2b53e102d652,600040,13.009888720536111,80.2535324537448,chennai,zomato,47.0,1,8,1.0283,1.1778
1e62bc50-e969-4ae4-93a3-e472b4bafb64,380052,23.07946051795665,72.51758322553351,ahmedabad,amazon,38.6,0,4,0.8148,0.8655
27ab1f61-eefb-4aa5-80a2-05d55c44c7d1,380015,23.032070982030508,72.57743772186673,ahmedabad,blinkit,61.0,1,7,0.9275,1.0629
c2046ade-e905-4a61-968a-d241d3ffa4a4,110044,28.500237538461892,77.31024624439257,delhi,swiggy,38.4,0,11,1.0611,1.0342
