userId,triggerId,gpsOffsetKm,deviceFingerprint,claimCount30days,platformActiveStatus,claimTimingVsPolicyStart,lastDeliveryCount,deviceClusterSize,isRepeatPattern,isFraud
b9edcd6b-51ef-42e3-835b-e39d0434221a,c5fc9d77-1f85-44c3-acd1-200d4bec3f47,1.8,fp_c7d38221,2,1,669,2,1,0,0
46d696b1-4053-44ca-8004-b54eaacc4d89,94c8e990-91ee-4ea4-8d1e-83cb4d2d4e0b,0.92,fp_04728ac1,4,0,257,0,1,1,1
c5643776-18f4-4545-9c81-ed319854b73e,4821460a-0d3b-43b7-b657-95d61558aab7,1.59,fp_443fd80f,0,1,5000,2,1,0,0
86669080-92b4-4691-82fb-31e0557315ba,28e1ad0f-8167-4f03-ba8f-37dee0490495,3.62,fp_cf6dc351,1,0,9197,3,1,0,0
31d3c075-036d-47ee-b09d-b3833e3a5ca4,f9d8b82b-e30b-46a5-81ed-e15810aad5b4,0.33,fp_9ae479df,1,0,6900,4,1,0,0
717ac763-07f0-4cf2-a7b2-5d67c4d329b4,b3d802ba-d4f6-40f6-b25a-4eebd217a3aa,1.36,fp_a3ac6be2,1,1,9448,4,1,0,0
efd45815-10f2-4084-a96b-4fcee65dbe99,496a7a7e-c803-40a6-aa27-86d602bf78f0,0.87,fp_13a73555,1,1,5556,8,1,0,0
787ae72f-5520-4063-9282-851ebed0f736,fd39909c-cc77-4473-a8b9-c7da79bb417a,2.29,fp_a40fd06c,0,1,5860,3,1,0,0
965ec7fe-17c0-4ea1-8fc9-24b30376d0d9,8f21f907-7962-4ac2-b4cf-9dc1a2dae421,0.81,fp_a219bad4,0,1,5824,4,1,0,0
390a4392-0f95-496a-b8bd-19120779e9b7,33050788-d454-4382-990b-57c9043312a8,0.28,fp_fc7de343,0,1,47,2,1,0,1
5feaff6f-7e4c-4a21-a662-b9c8b8ca993c,5be3cd17-c90c-4abe-9ea2-327fb0a2bbb5,1.27,fp_ed624b9b,0,1,6933,5,1,0,0
e28bc7fa-45fd-434d-8135-4da461c5d7a5,deb118dc-2a58-4753-ab76-1e198ae38e6f,2.97,fp_df2544fe,0,1,773,5,1,0,0
fe406fc2-8ce2-4c5b-a4bb-fcadbb74000e,65609a43-c16e-4243-8b37-85218bff417f,1.82,fp_b61b7626,1,1,2479,5,1,0,0
5dbd8602-d240-4f94-89e5-4524b6b4efe4,8b9c87df-f6ea-4bda-a3e1-54c59eb88ef2,1.22,fp_8f79b295,0,1,4913,3,1,0,0
79072356-5db2-430b-9e27-5deecd985327,d43e4d31-b780-479a-bdb6-fcc256226de9,0.96,fp_c181c5b0,0,0,5201,7,1,0,0
9e2767f1-2588-4e04-a4d2-8aee2f993059,75fe432b-7bd4-447a-8433-fbe74c085793,1.33,fp_e8548cf0,0,1,1516,3,1,0,0
4e816b8d-70cc-4d1c-82c3-1f3f5deb4d94,fcbdc9ad-f37a-4635-820f-5c939c730803,1.83,fp_de8ca0f8,0,1,8290,3,1,0,0
0d0599c8-3da5-4a9f-bedf-de8567f25630,1cad5263-0538-4023-aed8-7641036c4d2d,2.69,fp_79ff919a,1,1,6315,3,1,0,0
f705da2c-1ecd-42ab-8982-7fa9de8a52ee,6cd66696-ca23-486c-a2d2-ca008e135eb1,1.33,fp_b46a58c0,0,0,6631,2,1,0,0
aedc0ffc-08c3-4c5a-9415-ce39d461882b,761749dd-dc2e-4981-b533-a8f11277da28,2.24,fp_9905c02d,1,1,2636,5,1,0,0
e26c9c97-cf1b-4922-b0ac-3da240d1aeae,3f53d563-88ec-44b6-a3e3-becf1b68c623,3.02,fp_b7ca3afa,1,1,4949,7,1,0,0
9ac42a03-f821-4ecd-83ae-e57d87591a6d,42e91e65-db56-4485-8cec-999b784f1c15,3.9,fp_9220c067,0,0,1196,4,1,0,0
e3108ae4-4d6c-48fe-8e94-628c22235b73,4a829ec9-9412-413b-b263-43af889e258d,1.71,fp_95712449,2,1,9568,2,1,0,0
3da106c9-76a7-4916-b633-716dcc360409,dd910dc9-0456-4896-8b5a-89b35f66f290,1.54,fp_363ee524,1,1,6974,5,1,0,0
9b399d0d-fc94-4a09-84ce-9a0c8899a8ac,8b4b6962-4d83-4cb7-b078-8d53aef56a64,0.67,fp_e442d677,1,1,9211,3,1,0,0
96a2fa23-e04b-4726-8843-c17b4cc77d7e,9445ba14-9a73-4f83-bc9a-78547fd25134,4.14,fp_c006dc6f,1,1,3446,5,1,0,0
e51bd852-553c-46d5-8e68-86ba2f861c22,8656f578-ee00-4c9d-9ff7-be686d2e7fd4,0.22,fp_4ce06dd6,0,1,9715,4,1,0,0
84cf1fd2-7bac-42c0-b3ec-54c302922e35,3b8fc3e1-7893-4f37-9174-4cff5c16c0f7,1.88,fp_f9626aea,0,1,8768,3,1,0,0
c3fbbcc5-98a1-4145-adfb-2b9c011928bf,7ca19ce3-e971-48b7-86cd-5530ad76cd60,2.49,fp_5729a779,7,0,280,0,1,1,1
7974a902-0f3e-4e1a-ad46-b4ddc8a58802,a843daeb-e1d6-49a0-91ef-6c59026703a8,1.3,fp_ec261844,2,1,6614,2,1,0,0
330f9acc-e951-4405-a5e1-56c9daba1af2,f33353af-5723-4242-893a-677b4aec3d10,2.14,fp_4833ae81,1,1,3268,3,1,0,0
45499280-bfda-4bb8-8dbe-b69251c2dc5c,7db82fc2-8930-4a20-99cd-af556a955f68,3.32,fp_6d2ac45c,1,1,9605,7,1,0,0
7b41e3a7-ffc4-404f-8452-d9e0c19af702,f7a83a36-ff74-4e0e-ab17-36f8fc2415c8,1.97,fp_08e25db8,0,1,5734,4,1,0,0
dbd4dc8f-5337-4ded-bca2-59afca47c5e7,df0e6079-a3a2-4414-b459-fad4717335b9,0.63,fp_ca33bd73,2,1,8600,2,1,0,0
4b034ec1-46a7-44e8-9e71-eaec0775358c,b9847062-99b2-4274-b1a9-47bae5158c0a,2.26,fp_9b2b873f,3,1,2440,6,1,0,0
9c3c77de-9335-42f1-b447-2c1e5e1bc85f,d4fc326b-78d0-4f16-88ec-a1b818127343,1.73,fp_7e99b48f,1,1,4286,6,1,0,0
9651fa0d-b910-41ad-9ebd-4bfc494e7b48,570cec32-ea61-4df3-a4ce-741c725527d7,0.38,fp_d4af85b7,2,1,4081,6,1,0,0
99a61a23-f313-48ad-8647-9c804c759b8f,51073b6a-b7bf-4244-8203-d8098c946554,0.97,fp_afb360b7,1,1,3717,3,1,0,0
170e216b-70b5-41d1-8ac7-e6f2c9ebc92a,2b47b4f7-4938-4803-9d28-5a87385c1576,1.1,fp_4c3b013e,0,1,871,3,1,0,0
c374c28d-b18b-45ff-965d-b14a11147fb8,153eb722-210e-41e8-be25-cf6068968501,1.62,fp_c4b5c1b1,0,1,7090,6,1,0,0
89de2512-8d65-4df8-928e-b80bfa25bea3,1a6a0ef6-affc-4766-ae4d-b7ad2f2594ea,1.9,fp_2da93cd5,1,1,8398,3,1,0,0
dc6b8a42-f48f-4454-9825-24c7787e2455,179de2bb-d575-4696-9c44-a9173b3a7527,1.22,fp_7093d770,0,1,46,1,1,0,1
43d3fa39-02ea-44e5-9f9c-4f1ff54fdf94,f4c641ca-854b-498c-b99a-c61c85ee443f,2.61,fp_f177808a,4,1,2584,3,1,0,0
b44e3281-8971-48da-84b7-c616fe9bc466,b117ffce-5073-49a5-8271-d312c922bf00,1.6,fp_49841f5d,1,1,831,3,1,0,0
26b61d8d-f54f-4a5c-9517-d13691f85b41,fa939670-b193-4ec3-84b6-2ccd14c39854,113.14,fp_51b22a10,0,0,4563,3,1,0,1
723002b9-da3b-43bf-b276-57917460123f,6f4c65aa-bab1-471a-89ea-755ddfb80ab9,1.05,fp_cb715262,0,0,5397,4,1,0,0
d636ce76-09f0-4169-94f3-6cdcbcb40089,52fe2b12-18e8-4493-b442-518a862e6bc0,2.46,fp_5d9299ca,1,1,1151,3,1,0,0
bc8635a6-4b78-44b1-a380-a426955291dd,d4462215-c0d8-4cf5-a42b-0e1076558e96,2.82,fp_92d2e9d2,0,1,3656,5,1,0,0
790fc76c-7c5e-4068-9085-4ed022f16453,c3e28ada-66b4-4a62-a17d-72cbf6980eb2,2.14,fp_341511c7,0,0,1631,2,1,0,0
a0340da2-3b2a-494b-9710-386159510176,b8bf96d1-19ba-4f7d-b77a-a5236f1a7791,101.65,fp_6d41c5c2,0,0,2548,3,1,0,1
0b8cd324-4bf4-4f9f-bd21-4fb5fdcdeda8,6ca1dfef-2a7a-4513-9e55-8a8120449595,0.43,fp_5cd02575,1,0,4224,7,1,0,0
4bc449bc-dc7b-4184-9b5a-7a771d703951,417ee469-3d09-46a9-861b-a6276e703916,90.91,fp_c5749df3,2,1,6893,4,1,0,1
6e9a754c-c270-4590-b934-a9e4c4a2b467,8b5325b6-d522-47ea-b8f2-8ff2fae87041,1.29,fp_f202fd67,1,1,2483,2,1,0,0
dd1af31e-c8dd-4c4d-8bac-991827f7029e,f21298e0-f843-43ec-93d2-9313c00a2901,3.26,fp_d726f165,3,1,1670,2,4,1,1
5c627cff-d9ad-46b7-a5f8-3dfe19659f7d,e2e610f7-b3b1-4cd4-9dde-5f6ae83b1c8f,116.95,fp_34a966b2,0,1,2316,5,1,0,1
130d5468-baf0-442e-a26b-4c55fa889003,9188f9ba-7adf-4e1c-bd67-3243a11c2089,6.51,fp_a91d1ead,6,1,1886,0,5,1,1
04336f36-3e71-40a9-b24e-05582886114e,22b33d58-e02b-4187-be8a-2ea943fde4e5,0.15,fp_4a86dbc5,2,1,8467,3,1,0,0
8851cad1-fb51-432a-af5e-3fd0a3b09264,a474e23d-6e3f-410b-b4c4-3d6faeb5b344,0.43,fp_fb23732a,2,0,4555,6,1,0,0
757340c1-af52-4954-bc77-7f6046db11bc,0992a042-6aa4-42ed-90ff-4e6b4abe3ffe,2.92,fp_2cfb4982,1,1,4524,6,1,0,0
ed157287-9751-4fb1-b8a5-c2d49f07be89,c13dd04e-032a-4ec1-bd34-93bc464728d7,1.32,fp_102f6091,4,0,269,0,1,1,1
0385fa25-91ee-46d9-90ed-88b9a43a564f,9bfc2e76-3812-4523-b474-8b25fbc8a66f,0.32,fp_4ed1ed38,1,0,2623,9,1,0,0
18b9d52a-9c35-4774-9c8a-52b753fb3245,191f7935-ae48-4a1c-951e-bc46302c8866,3.78,fp_9b8fa1a5,0,1,3104,2,1,0,0
9449bea3-9ff8-42da-80c7-156ff02f8fdb,0f41b51e-78ee-4238-976a-453e49f5f2f7,3.44,fp_3d4a299f,5,0,245,0,1,1,1
7614b281-0615-41fd-a224-521887dafdd4,07cdad45-7917-4c18-ab76-9de0dc24b62d,1.35,fp_80fcf97f,0,1,987,3,1,0,0
0d531581-829b-480f-9adf-0489980e3655,eca3d6a6-9704-433a-81bf-8b821425441e,2.69,fp_adf31de3,2,1,3003,6,1,0,0
6bc28fa0-74c2-4463-98a3-a06f34ef3506,0a52efff-61d7-437f-8af5-187af4972790,2.11,fp_401933db,2,1,1640,6,1,0,0
e8abfd75-e094-43e1-a2ee-538f99f6dbf7,9b8e754e-26e9-4047-92f6-b64928160ebd,0.2,fp_5fdd569c,0,1,8952,8,1,0,0
c121fe56-6adc-4648-8bf7-d98f2d3de790,d269a00f-97b2-4d57-ac9f-a3c1904ef1a8,1.73,fp_bb050293,1,1,8357,5,1,0,0
034ca5cf-16b6-4acb-bfee-7c6eae1708d5,4f14dbb7-fc8e-4dc7-92f4-0d69c53e9ee2,1.26,fp_7d20166e,2,1,4029,2,1,0,0
40cf8723-9150-450b-a691-c3eb26f001c8,95ace52c-c198-4d06-a29a-c28ec8541ef8,1.33,fp_f6f094de,1,1,5928,3,1,0,0
e55cdf8a-1fc5-415a-bd8e-d96a6323fcce,8f14a1ac-ba09-47ea-b60d-8cbbe135ad5c,3.25,fp_ee7f9741,2,0,3854,0,4,1,1
abcb55dc-7853-4e83-99ad-c29a4b8ffbce,6d3af09e-cce8-4c39-86ad-ad472e9bcc7e,1.33,fp_fraud_001,0,0,18,0,1,0,1
252915ba-f3f7-409a-9150-7f0207839d8e,4fb67cae-3800-4406-8106-417fbf64c9e1,1.48,fp_225dd2bb,0,1,7471,10,1,0,0
4f190b1b-13eb-416b-aaa3-2bfb411e6c3b,7aca29e1-b610-43b9-a9dd-894a6a4ccc4d,125.91,fp_21093f18,2,0,7565,3,1,0,1
69196b5b-e2cb-416d-ac51-e70ac3d2668f,61a08cad-b2c2-4700-9426-5fb464cb517e,1.83,fp_dff82790,0,1,5242,3,1,0,0
ec7c8402-ace9-4724-b3c1-944150c55922,9292c474-6600-4ce0-a212-9d4384210063,3.23,fp_092696c6,6,0,164,0,1,1,1
071d0eef-7226-4fd8-8855-7a4cad72f0b8,7ca70ca8-1419-4e49-b69e-7e4260ac12f2,1.85,fp_502adc3d,1,1,8284,3,1,0,0
5cd4533f-e2dd-4080-b868-8b4b7d6b654b,bd99024c-0af9-4c3a-a9e6-8e91cfa26b35,2.48,fp_e3a79873,1,0,5429,3,1,0,0
2a5825e5-d4b9-4191-8988-a5577b54d363,195ea1a8-7e10-49fa-b3e9-41533e860c0d,0.61,fp_6057fd4c,0,1,2802,5,1,0,0
2927b8fb-5ea7-4916-8fd4-a462642d9eb4,cf2f4756-81b3-4bdb-ab5f-dee1451d3c7a,2.65,fp_af2545be,0,1,9986,4,1,0,0
60335cd6-8c62-4674-89fc-ad8847021bcb,a0a43706-19bb-45a0-9f9c-03ebacc005af,1.23,fp_ac6f9b76,0,1,4622,5,1,0,0
02516e36-5317-4b55-89e5-7a0d5149731a,a18c8013-be5d-44d8-b7f7-b816661e0ac4,1.23,fp_974cf66e,1,1,9557,2,1,0,0
7f2a263b-b45e-4fa3-8447-6297d60aaf1a,c54285b0-b0f3-4fa7-b1da-8d0c8fe2fe9e,3.47,fp_5f417bc2,1,1,6316,5,1,0,0
e3b78db9-8ab0-4473-b293-feabce6c22ed,6f29cb71-9288-445a-809f-5381c919dba6,1.14,fp_e0cae1c9,1,1,1486,3,1,0,0
e6047cc7-849e-4155-a45c-d5d44e40cc72,962c236c-43b1-4a7a-8604-bf0c3afa121f,0.2,fp_6b9edafe,0,1,1730,4,1,0,0
3fb3b8f4-0f0b-42a2-8808-5242e86151e2,efc64875-f79e-4c01-8d03-4462db3912fb,1.99,fp_ac9c996a,0,1,5980,4,1,0,0
f3ab7f13-fa7c-49e4-989e-8eaa5c47ba09,d3ce2488-8449-435e-ac56-660b394f2f85,5.6,fp_2a9c0463,4,0,1511,0,3,1,1
f2774bae-27e2-46b9-b126-1e59b39f079c,255e9b7d-65f3-4aea-a314-74e62d0ba5eb,0.44,fp_d63d0c1c,2,1,3728,0,5,1,1
3f78ab80-0dd9-48ce-a8d3-c1b64872ab7a,da4db9c1-7423-4ff0-839a-a951f4ba4d70,59.36,fp_1af3d5e6,0,1,4032,0,1,0,1
49a8aee6-6f73-4e0f-957c-1b8418386301,b6b506e4-5d6e-4a67-979b-447c1b670055,1.88,fp_019d0608,2,1,6190,4,1,0,0
a55c7a33-f3d3-4856-b9ef-5c0be8386e48,1c581054-8a76-4990-9627-8ade7f04bc32,0.04,fp_b4d08883,7,0,226,0,1,1,1
3b99a3ca-2581-4a5c-a6af-f798b39ca174,f264f2d9-cb54-4ae4-91e3-32bd7929cca6,1.52,fp_0b669786,1,1,3741,4,1,0,0
7b961dac-17d1-4bfa-a0a0-93848975c342,0fcd389e-0686-402a-b177-a7c75af4d059,0.63,fp_c576a41d,1,0,8945,7,1,0,0
b04774c4-da93-44ce-bda3-3d6d2311099d,de803dfe-4768-4499-8093-7483c2d7a29b,1.65,fp_408d462a,2,1,5370,8,1,0,0
8b4f328b-2b9d-46da-99e7-07cd90cba9ce,d301f58b-199a-4cb0-9a1d-df8c1a382583,2.07,fp_c2e94ebc,8,0,233,0,1,1,1
348e65df-c6df-48a6-a00b-a1f75a8f86a0,4d8cd174-ce06-4156-86d2-8bd61a1bc8c5,1.42,fp_8de2a6c3,1,1,8574,4,1,0,0
7d62e28e-defd-4409-b1e2-3cb06b55c69b,75037ec6-efbb-4681-99ce-8a6093a84fcd,5.07,fp_093059e5,8,0,198,0,1,1,1
1568dd12-fe2d-46e3-9ddd-754861018a99,ea1532db-ed2f-4b75-a691-b74211d02f2b,1.01,fp_322a6ba4,2,1,5534,4,1,0,0
c88fec4d-a664-4c68-a954-6b12f33b6694,84894036-44f7-4cb2-ab68-1655aa8fc4d7,1.26,fp_401013cc,2,1,9033,3,1,0,0
e7b2b835-b898-4289-be26-ef0bc5a75085,88232983-6054-412e-95d8-22fcd1512e18,1.98,fp_9fd9cbea,2,0,3967,5,1,0,0
51e610dd-7d74-4012-8922-e18568ca0104,cb3eb8cd-7cf2-4cfc-8e9a-10c89f16d34f,1.58,fp_d8cd435c,1,1,1627,6,1,0,0
7f44ba49-712a-425d-8133-226373b5559a,556663ca-b621-4c83-ab17-24d9aa438718,2.87,fp_7f21c205,5,0,186,0,1,1,1
cbbadcd7-cbf4-40c8-8c27-f8a6a58bbf58,aa8af043-8b1c-4386-b27b-1f931f02dcde,2.33,fp_0e09a6ba,1,1,895,2,1,0,0
622e9fc0-ee91-49ad-a2be-923e0677d34e,8e12340a-5799-4879-b0a7-735bfc4ece9c,2.52,fp_c150cff5,1,1,6951,4,1,0,0
a08b027d-c670-4e44-b3a3-15d208c488a8,b825e1c5-471d-4f4a-a534-df2576fa7710,2.32,fp_59fa51c1,0,1,2949,4,1,0,0
e1678d35-81fe-4a80-9d8b-b56dd3a23d5a,72fa5289-566f-4b12-a645-da23b1d5f2a3,2.6,fp_df3a3a1f,1,1,7213,3,1,0,0
7061f88d-5783-43f0-a564-0ff0509fd879,e667e4ca-913f-4205-a983-27e92eb5a3bf,79.16,fp_45ba968f,0,0,4591,1,1,0,1
d0dc01bb-470a-4d32-9c10-46829518ca85,ed976755-6007-44c5-b3cf-37257f714d53,3.52,fp_aeea5d25,0,1,6204,3,1,0,0
210a211b-3e7a-4d0a-a6bc-f6f5ab1f6551,79cae811-8892-4803-b1ff-f9e8cd565cb7,2.43,fp_1d304460,0,1,629,2,1,0,0
